long_name;genus;specie;country;gmi_cntry
sterna hirundo;sterna;hirundo;Ukraine;UKR
sterna hirundo;sterna;hirundo;United Kingdom;GBR
sterna hirundo;sterna;hirundo;Yugoslavia;YUG
sterna nilotica;sterna;nilotica;Bulgaria;BGR
sterna nilotica;sterna;nilotica;Denmark;DNK
sterna nilotica;sterna;nilotica;France;FRA
sterna nilotica;sterna;nilotica;Germany;DEU
sterna nilotica;sterna;nilotica;Greece;GRC
sterna nilotica;sterna;nilotica;Italy;ITA
sterna nilotica;sterna;nilotica;Romania;ROM
sterna nilotica;sterna;nilotica;Russia;RUS
sterna nilotica;sterna;nilotica;Spain;ESP
sterna nilotica;sterna;nilotica;Ukraine;UKR
sterna paradisaea;sterna;paradisaea;Belgium;BEL
sterna paradisaea;sterna;paradisaea;Denmark;DNK
sterna paradisaea;sterna;paradisaea;Estonia;EST
sterna paradisaea;sterna;paradisaea;Faroe Islands;FRO
sterna paradisaea;sterna;paradisaea;Finland;FIN
sterna paradisaea;sterna;paradisaea;Germany;DEU
sterna paradisaea;sterna;paradisaea;Iceland;ISL
sterna paradisaea;sterna;paradisaea;Ireland;IRL
sterna paradisaea;sterna;paradisaea;Isle of Man;XIM
sterna paradisaea;sterna;paradisaea;Jan Mayen;SJM
sterna paradisaea;sterna;paradisaea;Netherlands;NLD
sterna paradisaea;sterna;paradisaea;Norway;NOR
sterna paradisaea;sterna;paradisaea;Russia;RUS
sterna paradisaea;sterna;paradisaea;Svalbard;SJM
sterna paradisaea;sterna;paradisaea;Sweden;SWE
sterna paradisaea;sterna;paradisaea;United Kingdom;GBR
sterna sandvicensis;sterna;sandvicensis;Belgium;BEL
sterna sandvicensis;sterna;sandvicensis;Bulgaria;BGR
sterna sandvicensis;sterna;sandvicensis;Denmark;DNK
sterna sandvicensis;sterna;sandvicensis;Estonia;EST
sterna sandvicensis;sterna;sandvicensis;France;FRA
sterna sandvicensis;sterna;sandvicensis;Germany;DEU
sterna sandvicensis;sterna;sandvicensis;Greece;GRC
sterna sandvicensis;sterna;sandvicensis;Ireland;IRL
sterna sandvicensis;sterna;sandvicensis;Italy;ITA
sterna sandvicensis;sterna;sandvicensis;Netherlands;NLD
sterna sandvicensis;sterna;sandvicensis;Poland;POL
sterna sandvicensis;sterna;sandvicensis;Portugal;PRT
sterna sandvicensis;sterna;sandvicensis;Romania;ROM
sterna sandvicensis;sterna;sandvicensis;Russia;RUS
sterna sandvicensis;sterna;sandvicensis;Spain;ESP
sterna sandvicensis;sterna;sandvicensis;Sweden;SWE
sterna sandvicensis;sterna;sandvicensis;Ukraine;UKR
sterna sandvicensis;sterna;sandvicensis;United Kingdom;GBR
streptopelia decaocto;streptopelia;decaocto;Albania;ALB
streptopelia decaocto;streptopelia;decaocto;Austria;AUT
streptopelia decaocto;streptopelia;decaocto;Belgium;BEL
streptopelia decaocto;streptopelia;decaocto;Bosnia and Herzegovina;BIH
streptopelia decaocto;streptopelia;decaocto;Bulgaria;BGR
streptopelia decaocto;streptopelia;decaocto;Byelarus;BLR
streptopelia decaocto;streptopelia;decaocto;Croatia;HRV
streptopelia decaocto;streptopelia;decaocto;Czech Republic;CZE
streptopelia decaocto;streptopelia;decaocto;Denmark;DNK
streptopelia decaocto;streptopelia;decaocto;Estonia;EST
streptopelia decaocto;streptopelia;decaocto;Faroe Islands;FRO
streptopelia decaocto;streptopelia;decaocto;Finland;FIN
streptopelia decaocto;streptopelia;decaocto;France;FRA
streptopelia decaocto;streptopelia;decaocto;Germany;DEU
streptopelia decaocto;streptopelia;decaocto;Greece;GRC
streptopelia decaocto;streptopelia;decaocto;Hungary;HUN
streptopelia decaocto;streptopelia;decaocto;Ireland;IRL
streptopelia decaocto;streptopelia;decaocto;Isle of Man;XIM
streptopelia decaocto;streptopelia;decaocto;Italy;ITA
streptopelia decaocto;streptopelia;decaocto;Latvia;LVA
streptopelia decaocto;streptopelia;decaocto;Liechtenstein;LIE
streptopelia decaocto;streptopelia;decaocto;Lithuania;LTU
streptopelia decaocto;streptopelia;decaocto;Luxembourg;LUX
streptopelia decaocto;streptopelia;decaocto;Macedonia;MKD
streptopelia decaocto;streptopelia;decaocto;Moldova;MDA
streptopelia decaocto;streptopelia;decaocto;Monaco;MCO
streptopelia decaocto;streptopelia;decaocto;Netherlands;NLD
streptopelia decaocto;streptopelia;decaocto;Norway;NOR
streptopelia decaocto;streptopelia;decaocto;Poland;POL
streptopelia decaocto;streptopelia;decaocto;Portugal;PRT
streptopelia decaocto;streptopelia;decaocto;Romania;ROM
streptopelia decaocto;streptopelia;decaocto;Russia;RUS
streptopelia decaocto;streptopelia;decaocto;San Marino;SMR
streptopelia decaocto;streptopelia;decaocto;Slovakia;SVK
streptopelia decaocto;streptopelia;decaocto;Slovenia;SVN
streptopelia decaocto;streptopelia;decaocto;Spain;ESP
streptopelia decaocto;streptopelia;decaocto;Sweden;SWE
streptopelia decaocto;streptopelia;decaocto;Switzerland;CHE
streptopelia decaocto;streptopelia;decaocto;Ukraine;UKR
streptopelia decaocto;streptopelia;decaocto;United Kingdom;GBR
streptopelia decaocto;streptopelia;decaocto;Yugoslavia;YUG
streptopelia orientalis;streptopelia;orientalis;Russia;RUS
streptopelia roseogrisea;streptopelia;roseogrisea;Spain;ESP
streptopelia turtur;streptopelia;turtur;Albania;ALB
streptopelia turtur;streptopelia;turtur;Andorra;AND
streptopelia turtur;streptopelia;turtur;Austria;AUT
streptopelia turtur;streptopelia;turtur;Belgium;BEL
streptopelia turtur;streptopelia;turtur;Bosnia and Herzegovina;BIH
streptopelia turtur;streptopelia;turtur;Bulgaria;BGR
streptopelia turtur;streptopelia;turtur;Byelarus;BLR
streptopelia turtur;streptopelia;turtur;Croatia;HRV
streptopelia turtur;streptopelia;turtur;Czech Republic;CZE
streptopelia turtur;streptopelia;turtur;Denmark;DNK
streptopelia turtur;streptopelia;turtur;Estonia;EST
streptopelia turtur;streptopelia;turtur;Finland;FIN
streptopelia turtur;streptopelia;turtur;France;FRA
streptopelia turtur;streptopelia;turtur;Germany;DEU
streptopelia turtur;streptopelia;turtur;Greece;GRC
streptopelia turtur;streptopelia;turtur;Hungary;HUN
streptopelia turtur;streptopelia;turtur;Italy;ITA
streptopelia turtur;streptopelia;turtur;Latvia;LVA
streptopelia turtur;streptopelia;turtur;Lithuania;LTU
streptopelia turtur;streptopelia;turtur;Luxembourg;LUX
streptopelia turtur;streptopelia;turtur;Macedonia;MKD
streptopelia turtur;streptopelia;turtur;Moldova;MDA
streptopelia turtur;streptopelia;turtur;Monaco;MCO
streptopelia turtur;streptopelia;turtur;Netherlands;NLD
streptopelia turtur;streptopelia;turtur;Poland;POL
streptopelia turtur;streptopelia;turtur;Portugal;PRT
streptopelia turtur;streptopelia;turtur;Romania;ROM
streptopelia turtur;streptopelia;turtur;Russia;RUS
streptopelia turtur;streptopelia;turtur;San Marino;SMR
streptopelia turtur;streptopelia;turtur;Slovakia;SVK
streptopelia turtur;streptopelia;turtur;Slovenia;SVN
streptopelia turtur;streptopelia;turtur;Spain;ESP
streptopelia turtur;streptopelia;turtur;Switzerland;CHE
streptopelia turtur;streptopelia;turtur;Ukraine;UKR
streptopelia turtur;streptopelia;turtur;United Kingdom;GBR
streptopelia turtur;streptopelia;turtur;Yugoslavia;YUG
strix aluco;strix;aluco;Albania;ALB
strix aluco;strix;aluco;Andorra;AND
strix aluco;strix;aluco;Austria;AUT
strix aluco;strix;aluco;Belgium;BEL
strix aluco;strix;aluco;Bosnia and Herzegovina;BIH
strix aluco;strix;aluco;Bulgaria;BGR
strix aluco;strix;aluco;Byelarus;BLR
strix aluco;strix;aluco;Croatia;HRV
strix aluco;strix;aluco;Czech Republic;CZE
strix aluco;strix;aluco;Denmark;DNK
strix aluco;strix;aluco;Estonia;EST
strix aluco;strix;aluco;Finland;FIN
strix aluco;strix;aluco;France;FRA
strix aluco;strix;aluco;Germany;DEU
strix aluco;strix;aluco;Greece;GRC
strix aluco;strix;aluco;Hungary;HUN
strix aluco;strix;aluco;Italy;ITA
strix aluco;strix;aluco;Latvia;LVA
strix aluco;strix;aluco;Liechtenstein;LIE
strix aluco;strix;aluco;Lithuania;LTU
strix aluco;strix;aluco;Luxembourg;LUX
strix aluco;strix;aluco;Macedonia;MKD
strix aluco;strix;aluco;Moldova;MDA
strix aluco;strix;aluco;Monaco;MCO
strix aluco;strix;aluco;Netherlands;NLD
strix aluco;strix;aluco;Norway;NOR
strix aluco;strix;aluco;Poland;POL
strix aluco;strix;aluco;Portugal;PRT
strix aluco;strix;aluco;Romania;ROM
strix aluco;strix;aluco;Russia;RUS
strix aluco;strix;aluco;San Marino;SMR
strix aluco;strix;aluco;Slovakia;SVK
strix aluco;strix;aluco;Slovenia;SVN
strix aluco;strix;aluco;Spain;ESP
strix aluco;strix;aluco;Sweden;SWE
strix aluco;strix;aluco;Switzerland;CHE
strix aluco;strix;aluco;Ukraine;UKR
strix aluco;strix;aluco;United Kingdom;GBR
strix aluco;strix;aluco;Yugoslavia;YUG
strix nebulosa;strix;nebulosa;Byelarus;BLR
strix nebulosa;strix;nebulosa;Estonia;EST
strix nebulosa;strix;nebulosa;Finland;FIN
strix nebulosa;strix;nebulosa;Latvia;LVA
strix nebulosa;strix;nebulosa;Lithuania;LTU
strix nebulosa;strix;nebulosa;Norway;NOR
strix nebulosa;strix;nebulosa;Poland;POL
strix nebulosa;strix;nebulosa;Russia;RUS
strix nebulosa;strix;nebulosa;Sweden;SWE
strix nebulosa;strix;nebulosa;Ukraine;UKR
strix uralensis;strix;uralensis;Albania;ALB
strix uralensis;strix;uralensis;Austria;AUT
strix uralensis;strix;uralensis;Bosnia and Herzegovina;BIH
strix uralensis;strix;uralensis;Bulgaria;BGR
strix uralensis;strix;uralensis;Byelarus;BLR
strix uralensis;strix;uralensis;Croatia;HRV
strix uralensis;strix;uralensis;Czech Republic;CZE
strix uralensis;strix;uralensis;Estonia;EST
strix uralensis;strix;uralensis;Finland;FIN
strix uralensis;strix;uralensis;Germany;DEU
strix uralensis;strix;uralensis;Hungary;HUN
strix uralensis;strix;uralensis;Latvia;LVA
strix uralensis;strix;uralensis;Lithuania;LTU
strix uralensis;strix;uralensis;Norway;NOR
strix uralensis;strix;uralensis;Poland;POL
strix uralensis;strix;uralensis;Romania;ROM
strix uralensis;strix;uralensis;Russia;RUS
strix uralensis;strix;uralensis;Slovakia;SVK
strix uralensis;strix;uralensis;Slovenia;SVN
strix uralensis;strix;uralensis;Sweden;SWE
strix uralensis;strix;uralensis;Ukraine;UKR
strix uralensis;strix;uralensis;Yugoslavia;YUG
sturnus roseus;sturnus;roseus;Bulgaria;BGR
sturnus roseus;sturnus;roseus;Greece;GRC
sturnus roseus;sturnus;roseus;Macedonia;MKD
sturnus roseus;sturnus;roseus;Moldova;MDA
sturnus roseus;sturnus;roseus;Romania;ROM
sturnus roseus;sturnus;roseus;Russia;RUS
sturnus roseus;sturnus;roseus;Ukraine;UKR
sturnus roseus;sturnus;roseus;Yugoslavia;YUG
sturnus unicolor;sturnus;unicolor;France;FRA
sturnus unicolor;sturnus;unicolor;Italy;ITA
sturnus unicolor;sturnus;unicolor;Portugal;PRT
sturnus unicolor;sturnus;unicolor;Spain;ESP
sturnus vulgaris;sturnus;vulgaris;Albania;ALB
sturnus vulgaris;sturnus;vulgaris;Andorra;AND
sturnus vulgaris;sturnus;vulgaris;Austria;AUT
sturnus vulgaris;sturnus;vulgaris;Belgium;BEL
sturnus vulgaris;sturnus;vulgaris;Bosnia and Herzegovina;BIH
sturnus vulgaris;sturnus;vulgaris;Bulgaria;BGR
sturnus vulgaris;sturnus;vulgaris;Byelarus;BLR
sturnus vulgaris;sturnus;vulgaris;Croatia;HRV
sturnus vulgaris;sturnus;vulgaris;Czech Republic;CZE
sturnus vulgaris;sturnus;vulgaris;Denmark;DNK
sturnus vulgaris;sturnus;vulgaris;Estonia;EST
sturnus vulgaris;sturnus;vulgaris;Faroe Islands;FRO
sturnus vulgaris;sturnus;vulgaris;Finland;FIN
sturnus vulgaris;sturnus;vulgaris;France;FRA
sturnus vulgaris;sturnus;vulgaris;Germany;DEU
sturnus vulgaris;sturnus;vulgaris;Greece;GRC
sturnus vulgaris;sturnus;vulgaris;Hungary;HUN
sturnus vulgaris;sturnus;vulgaris;Iceland;ISL
sturnus vulgaris;sturnus;vulgaris;Ireland;IRL
sturnus vulgaris;sturnus;vulgaris;Isle of Man;XIM
sturnus vulgaris;sturnus;vulgaris;Italy;ITA
sturnus vulgaris;sturnus;vulgaris;Latvia;LVA
sturnus vulgaris;sturnus;vulgaris;Liechtenstein;LIE
sturnus vulgaris;sturnus;vulgaris;Lithuania;LTU
sturnus vulgaris;sturnus;vulgaris;Luxembourg;LUX
sturnus vulgaris;sturnus;vulgaris;Macedonia;MKD
sturnus vulgaris;sturnus;vulgaris;Moldova;MDA
sturnus vulgaris;sturnus;vulgaris;Monaco;MCO
sturnus vulgaris;sturnus;vulgaris;Netherlands;NLD
sturnus vulgaris;sturnus;vulgaris;Norway;NOR
sturnus vulgaris;sturnus;vulgaris;Poland;POL
sturnus vulgaris;sturnus;vulgaris;Portugal;PRT
sturnus vulgaris;sturnus;vulgaris;Romania;ROM
sturnus vulgaris;sturnus;vulgaris;Russia;RUS
sturnus vulgaris;sturnus;vulgaris;San Marino;SMR
sturnus vulgaris;sturnus;vulgaris;Slovakia;SVK
sturnus vulgaris;sturnus;vulgaris;Slovenia;SVN
sturnus vulgaris;sturnus;vulgaris;Spain;ESP
sturnus vulgaris;sturnus;vulgaris;Sweden;SWE
sturnus vulgaris;sturnus;vulgaris;Switzerland;CHE
sturnus vulgaris;sturnus;vulgaris;Ukraine;UKR
sturnus vulgaris;sturnus;vulgaris;United Kingdom;GBR
sturnus vulgaris;sturnus;vulgaris;Yugoslavia;YUG
surnia ulula;surnia;ulula;Estonia;EST
surnia ulula;surnia;ulula;Finland;FIN
surnia ulula;surnia;ulula;Latvia;LVA
surnia ulula;surnia;ulula;Norway;NOR
surnia ulula;surnia;ulula;Russia;RUS
surnia ulula;surnia;ulula;Sweden;SWE
sylvia atricapilla;sylvia;atricapilla;Albania;ALB
sylvia atricapilla;sylvia;atricapilla;Andorra;AND
sylvia atricapilla;sylvia;atricapilla;Austria;AUT
sylvia atricapilla;sylvia;atricapilla;Belgium;BEL
sylvia atricapilla;sylvia;atricapilla;Bosnia and Herzegovina;BIH
sylvia atricapilla;sylvia;atricapilla;Bulgaria;BGR
sylvia atricapilla;sylvia;atricapilla;Byelarus;BLR
sylvia atricapilla;sylvia;atricapilla;Croatia;HRV
sylvia atricapilla;sylvia;atricapilla;Czech Republic;CZE
sylvia atricapilla;sylvia;atricapilla;Denmark;DNK
sylvia atricapilla;sylvia;atricapilla;Estonia;EST
sylvia atricapilla;sylvia;atricapilla;Finland;FIN
sylvia atricapilla;sylvia;atricapilla;France;FRA
sylvia atricapilla;sylvia;atricapilla;Germany;DEU
sylvia atricapilla;sylvia;atricapilla;Greece;GRC
sylvia atricapilla;sylvia;atricapilla;Hungary;HUN
sylvia atricapilla;sylvia;atricapilla;Ireland;IRL
sylvia atricapilla;sylvia;atricapilla;Isle of Man;XIM
sylvia atricapilla;sylvia;atricapilla;Italy;ITA
sylvia atricapilla;sylvia;atricapilla;Latvia;LVA
sylvia atricapilla;sylvia;atricapilla;Liechtenstein;LIE
sylvia atricapilla;sylvia;atricapilla;Lithuania;LTU
sylvia atricapilla;sylvia;atricapilla;Luxembourg;LUX
sylvia atricapilla;sylvia;atricapilla;Macedonia;MKD
sylvia atricapilla;sylvia;atricapilla;Moldova;MDA
sylvia atricapilla;sylvia;atricapilla;Monaco;MCO
sylvia atricapilla;sylvia;atricapilla;Netherlands;NLD
sylvia atricapilla;sylvia;atricapilla;Norway;NOR
sylvia atricapilla;sylvia;atricapilla;Poland;POL
sylvia atricapilla;sylvia;atricapilla;Portugal;PRT
sylvia atricapilla;sylvia;atricapilla;Romania;ROM
sylvia atricapilla;sylvia;atricapilla;Russia;RUS
sylvia atricapilla;sylvia;atricapilla;San Marino;SMR
sylvia atricapilla;sylvia;atricapilla;Slovakia;SVK
sylvia atricapilla;sylvia;atricapilla;Slovenia;SVN
sylvia atricapilla;sylvia;atricapilla;Spain;ESP
sylvia atricapilla;sylvia;atricapilla;Sweden;SWE
sylvia atricapilla;sylvia;atricapilla;Switzerland;CHE
sylvia atricapilla;sylvia;atricapilla;Ukraine;UKR
sylvia atricapilla;sylvia;atricapilla;United Kingdom;GBR
sylvia atricapilla;sylvia;atricapilla;Yugoslavia;YUG
sylvia borin;sylvia;borin;Albania;ALB
sylvia borin;sylvia;borin;Andorra;AND
sylvia borin;sylvia;borin;Austria;AUT
sylvia borin;sylvia;borin;Belgium;BEL
sylvia borin;sylvia;borin;Bosnia and Herzegovina;BIH
sylvia borin;sylvia;borin;Bulgaria;BGR
sylvia borin;sylvia;borin;Byelarus;BLR
sylvia borin;sylvia;borin;Croatia;HRV
sylvia borin;sylvia;borin;Czech Republic;CZE
sylvia borin;sylvia;borin;Denmark;DNK
sylvia borin;sylvia;borin;Estonia;EST
sylvia borin;sylvia;borin;Finland;FIN
sylvia borin;sylvia;borin;France;FRA
sylvia borin;sylvia;borin;Germany;DEU
sylvia borin;sylvia;borin;Greece;GRC
sylvia borin;sylvia;borin;Hungary;HUN
sylvia borin;sylvia;borin;Ireland;IRL
sylvia borin;sylvia;borin;Isle of Man;XIM
sylvia borin;sylvia;borin;Italy;ITA
sylvia borin;sylvia;borin;Latvia;LVA
sylvia borin;sylvia;borin;Liechtenstein;LIE
sylvia borin;sylvia;borin;Lithuania;LTU
sylvia borin;sylvia;borin;Luxembourg;LUX
sylvia borin;sylvia;borin;Macedonia;MKD
sylvia borin;sylvia;borin;Moldova;MDA
sylvia borin;sylvia;borin;Monaco;MCO
sylvia borin;sylvia;borin;Netherlands;NLD
sylvia borin;sylvia;borin;Norway;NOR
sylvia borin;sylvia;borin;Poland;POL
sylvia borin;sylvia;borin;Portugal;PRT
sylvia borin;sylvia;borin;Romania;ROM
sylvia borin;sylvia;borin;Russia;RUS
sylvia borin;sylvia;borin;San Marino;SMR
sylvia borin;sylvia;borin;Slovakia;SVK
sylvia borin;sylvia;borin;Slovenia;SVN
sylvia borin;sylvia;borin;Spain;ESP
sylvia borin;sylvia;borin;Sweden;SWE
sylvia borin;sylvia;borin;Switzerland;CHE
sylvia borin;sylvia;borin;Ukraine;UKR
sylvia borin;sylvia;borin;United Kingdom;GBR
sylvia borin;sylvia;borin;Yugoslavia;YUG
sylvia cantillans;sylvia;cantillans;Albania;ALB
sylvia cantillans;sylvia;cantillans;Andorra;AND
sylvia cantillans;sylvia;cantillans;Bosnia and Herzegovina;BIH
sylvia cantillans;sylvia;cantillans;Bulgaria;BGR
sylvia cantillans;sylvia;cantillans;Croatia;HRV
sylvia cantillans;sylvia;cantillans;France;FRA
sylvia cantillans;sylvia;cantillans;Greece;GRC
sylvia cantillans;sylvia;cantillans;Italy;ITA
sylvia cantillans;sylvia;cantillans;Macedonia;MKD
sylvia cantillans;sylvia;cantillans;Monaco;MCO
sylvia cantillans;sylvia;cantillans;Portugal;PRT
sylvia cantillans;sylvia;cantillans;San Marino;SMR
sylvia cantillans;sylvia;cantillans;Slovenia;SVN
sylvia cantillans;sylvia;cantillans;Spain;ESP
sylvia cantillans;sylvia;cantillans;Yugoslavia;YUG
sylvia communis;sylvia;communis;Albania;ALB
sylvia communis;sylvia;communis;Andorra;AND
sylvia communis;sylvia;communis;Austria;AUT
sylvia communis;sylvia;communis;Belgium;BEL
sylvia communis;sylvia;communis;Bosnia and Herzegovina;BIH
sylvia communis;sylvia;communis;Bulgaria;BGR
sylvia communis;sylvia;communis;Byelarus;BLR
sylvia communis;sylvia;communis;Croatia;HRV
sylvia communis;sylvia;communis;Czech Republic;CZE
sylvia communis;sylvia;communis;Denmark;DNK
sylvia communis;sylvia;communis;Estonia;EST
sylvia communis;sylvia;communis;Finland;FIN
sylvia communis;sylvia;communis;France;FRA
sylvia communis;sylvia;communis;Germany;DEU
sylvia communis;sylvia;communis;Greece;GRC
sylvia communis;sylvia;communis;Hungary;HUN
sylvia communis;sylvia;communis;Ireland;IRL
sylvia communis;sylvia;communis;Isle of Man;XIM
sylvia communis;sylvia;communis;Italy;ITA
sylvia communis;sylvia;communis;Latvia;LVA
sylvia communis;sylvia;communis;Liechtenstein;LIE
sylvia communis;sylvia;communis;Lithuania;LTU
sylvia communis;sylvia;communis;Luxembourg;LUX
sylvia communis;sylvia;communis;Macedonia;MKD
sylvia communis;sylvia;communis;Moldova;MDA
sylvia communis;sylvia;communis;Monaco;MCO
sylvia communis;sylvia;communis;Netherlands;NLD
sylvia communis;sylvia;communis;Norway;NOR
sylvia communis;sylvia;communis;Poland;POL
sylvia communis;sylvia;communis;Portugal;PRT
sylvia communis;sylvia;communis;Romania;ROM
sylvia communis;sylvia;communis;Russia;RUS
sylvia communis;sylvia;communis;San Marino;SMR
sylvia communis;sylvia;communis;Slovakia;SVK
sylvia communis;sylvia;communis;Slovenia;SVN
sylvia communis;sylvia;communis;Spain;ESP
sylvia communis;sylvia;communis;Sweden;SWE
sylvia communis;sylvia;communis;Switzerland;CHE
sylvia communis;sylvia;communis;Ukraine;UKR
sylvia communis;sylvia;communis;United Kingdom;GBR
sylvia communis;sylvia;communis;Yugoslavia;YUG
sylvia conspicillata;sylvia;conspicillata;France;FRA
sylvia conspicillata;sylvia;conspicillata;Italy;ITA
sylvia conspicillata;sylvia;conspicillata;Portugal;PRT
sylvia conspicillata;sylvia;conspicillata;Spain;ESP
sylvia curruca;sylvia;curruca;Albania;ALB
sylvia curruca;sylvia;curruca;Austria;AUT
sylvia curruca;sylvia;curruca;Belgium;BEL
sylvia curruca;sylvia;curruca;Bosnia and Herzegovina;BIH
sylvia curruca;sylvia;curruca;Bulgaria;BGR
sylvia curruca;sylvia;curruca;Byelarus;BLR
sylvia curruca;sylvia;curruca;Croatia;HRV
sylvia curruca;sylvia;curruca;Czech Republic;CZE
sylvia curruca;sylvia;curruca;Denmark;DNK
sylvia curruca;sylvia;curruca;Estonia;EST
sylvia curruca;sylvia;curruca;Finland;FIN
sylvia curruca;sylvia;curruca;France;FRA
sylvia curruca;sylvia;curruca;Germany;DEU
sylvia curruca;sylvia;curruca;Greece;GRC
sylvia curruca;sylvia;curruca;Hungary;HUN
sylvia curruca;sylvia;curruca;Ireland;IRL
sylvia curruca;sylvia;curruca;Italy;ITA
sylvia curruca;sylvia;curruca;Latvia;LVA
sylvia curruca;sylvia;curruca;Liechtenstein;LIE
sylvia curruca;sylvia;curruca;Lithuania;LTU
sylvia curruca;sylvia;curruca;Luxembourg;LUX
sylvia curruca;sylvia;curruca;Macedonia;MKD
sylvia curruca;sylvia;curruca;Moldova;MDA
sylvia curruca;sylvia;curruca;Netherlands;NLD
sylvia curruca;sylvia;curruca;Norway;NOR
sylvia curruca;sylvia;curruca;Poland;POL
sylvia curruca;sylvia;curruca;Romania;ROM
sylvia curruca;sylvia;curruca;Russia;RUS
sylvia curruca;sylvia;curruca;San Marino;SMR
sylvia curruca;sylvia;curruca;Slovakia;SVK
sylvia curruca;sylvia;curruca;Slovenia;SVN
sylvia curruca;sylvia;curruca;Sweden;SWE
sylvia curruca;sylvia;curruca;Switzerland;CHE
sylvia curruca;sylvia;curruca;Ukraine;UKR
sylvia curruca;sylvia;curruca;United Kingdom;GBR
sylvia curruca;sylvia;curruca;Yugoslavia;YUG
sylvia hortensis;sylvia;hortensis;Albania;ALB
sylvia hortensis;sylvia;hortensis;Bosnia and Herzegovina;BIH
sylvia hortensis;sylvia;hortensis;Bulgaria;BGR
sylvia hortensis;sylvia;hortensis;Croatia;HRV
sylvia hortensis;sylvia;hortensis;France;FRA
sylvia hortensis;sylvia;hortensis;Greece;GRC
sylvia hortensis;sylvia;hortensis;Italy;ITA
sylvia hortensis;sylvia;hortensis;Macedonia;MKD
sylvia hortensis;sylvia;hortensis;Portugal;PRT
sylvia hortensis;sylvia;hortensis;Slovenia;SVN
sylvia hortensis;sylvia;hortensis;Spain;ESP
sylvia hortensis;sylvia;hortensis;Switzerland;CHE
sylvia hortensis;sylvia;hortensis;Yugoslavia;YUG
sylvia melanocephala;sylvia;melanocephala;Albania;ALB
sylvia melanocephala;sylvia;melanocephala;Andorra;AND
sylvia melanocephala;sylvia;melanocephala;Bosnia and Herzegovina;BIH
sylvia melanocephala;sylvia;melanocephala;Bulgaria;BGR
sylvia melanocephala;sylvia;melanocephala;Croatia;HRV
sylvia melanocephala;sylvia;melanocephala;France;FRA
sylvia melanocephala;sylvia;melanocephala;Greece;GRC
sylvia melanocephala;sylvia;melanocephala;Italy;ITA
sylvia melanocephala;sylvia;melanocephala;Macedonia;MKD
sylvia melanocephala;sylvia;melanocephala;Monaco;MCO
sylvia melanocephala;sylvia;melanocephala;Portugal;PRT
sylvia melanocephala;sylvia;melanocephala;Romania;ROM
sylvia melanocephala;sylvia;melanocephala;San Marino;SMR
sylvia melanocephala;sylvia;melanocephala;Slovenia;SVN
sylvia melanocephala;sylvia;melanocephala;Spain;ESP
sylvia melanocephala;sylvia;melanocephala;Yugoslavia;YUG
sylvia mystacea;sylvia;mystacea;Russia;RUS
sylvia nisoria;sylvia;nisoria;Albania;ALB
sylvia nisoria;sylvia;nisoria;Austria;AUT
sylvia nisoria;sylvia;nisoria;Bosnia and Herzegovina;BIH
sylvia nisoria;sylvia;nisoria;Bulgaria;BGR
sylvia nisoria;sylvia;nisoria;Byelarus;BLR
sylvia nisoria;sylvia;nisoria;Croatia;HRV
sylvia nisoria;sylvia;nisoria;Czech Republic;CZE
sylvia nisoria;sylvia;nisoria;Denmark;DNK
sylvia nisoria;sylvia;nisoria;Estonia;EST
sylvia nisoria;sylvia;nisoria;Finland;FIN
sylvia nisoria;sylvia;nisoria;Germany;DEU
sylvia nisoria;sylvia;nisoria;Greece;GRC
sylvia nisoria;sylvia;nisoria;Hungary;HUN
sylvia nisoria;sylvia;nisoria;Italy;ITA
sylvia nisoria;sylvia;nisoria;Latvia;LVA
sylvia nisoria;sylvia;nisoria;Lithuania;LTU
sylvia nisoria;sylvia;nisoria;Macedonia;MKD
sylvia nisoria;sylvia;nisoria;Moldova;MDA
sylvia nisoria;sylvia;nisoria;Norway;NOR
sylvia nisoria;sylvia;nisoria;Poland;POL
sylvia nisoria;sylvia;nisoria;Romania;ROM
sylvia nisoria;sylvia;nisoria;Russia;RUS
sylvia nisoria;sylvia;nisoria;Slovakia;SVK
sylvia nisoria;sylvia;nisoria;Slovenia;SVN
sylvia nisoria;sylvia;nisoria;Sweden;SWE
sylvia nisoria;sylvia;nisoria;Switzerland;CHE
sylvia nisoria;sylvia;nisoria;Ukraine;UKR
sylvia nisoria;sylvia;nisoria;Yugoslavia;YUG
sylvia rueppelli;sylvia;rueppelli;Greece;GRC
sylvia sarda;sylvia;sarda;France;FRA
sylvia sarda;sylvia;sarda;Italy;ITA
sylvia sarda;sylvia;sarda;Spain;ESP
sylvia undata;sylvia;undata;Andorra;AND
sylvia undata;sylvia;undata;France;FRA
sylvia undata;sylvia;undata;Italy;ITA
sylvia undata;sylvia;undata;Monaco;MCO
sylvia undata;sylvia;undata;Portugal;PRT
sylvia undata;sylvia;undata;Spain;ESP
sylvia undata;sylvia;undata;United Kingdom;GBR
syrrhaptes paradoxus;syrrhaptes;paradoxus;Russia;RUS
tachybaptus ruficollis;tachybaptus;ruficollis;Albania;ALB
tachybaptus ruficollis;tachybaptus;ruficollis;Andorra;AND
tachybaptus ruficollis;tachybaptus;ruficollis;Austria;AUT
tachybaptus ruficollis;tachybaptus;ruficollis;Belgium;BEL
